"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MP4NU2ZV","journalArticle","2025","Costa, Helena; Van Essche, Maud; Riedel, Juliane A; Gupta, Akash; Rikardsen, Audun H; Goksøyr, Anders; Blévin, Pierre; Harju, Mikael; Pirard, Laura; Nash, Susan Bengston; others","A whale in a well: Co-exposure of a persistent organic pollutant mixture and cetacean morbillivirus on killer whale (Orcinus orca) primary fibroblasts","Aquatic Toxicology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","107671","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B7PL3U5J","journalArticle","2025","Costa, Helena; Van Essche, Maud; Riedel, Juliane A; Gupta, Akash; Rikardsen, Audun H; Goksøyr, Anders; Blévin, Pierre; Harju, Mikael; Pirard, Laura; Nash, Susan Bengston; others","A whale in a well: Co-exposure of a persistent organic pollutant mixture and cetacean morbillivirus on killer whale (Orcinus orca) primary fibroblasts","Aquatic Toxicology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","107671","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LNPC9AYG","journalArticle","2025","Dayan, David B; Hanley, Brenda J; Stiller, Joshua; Richter, Wayne; Gregg, Ian D; Huck, Nate R; Huang, Min T; Nichols, Theodore C; Spliethoff, Henry M; Becker, Jesse C; others","Environmental contaminants assessment for frequently harvested migratory waterfowl in the Northeast Atlantic flyway","Science of The Total Environment","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","178474","","","963","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MVYR2IT8","journalArticle","2025","Dayan, David B; Hanley, Brenda J; Stiller, Joshua; Richter, Wayne; Gregg, Ian D; Huck, Nate R; Huang, Min T; Nichols, Theodore C; Spliethoff, Henry M; Becker, Jesse C; others","Environmental contaminants assessment for frequently harvested migratory waterfowl in the Northeast Atlantic flyway","Science of The Total Environment","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","178474","","","963","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8YYXZ4X","journalArticle","2025","Gallego-Abenza, Mario; Wheatcroft, David","Traffic noise exposure impacts song production in wild male field crickets (Gryllus bimaculatus) under predator and intrasexual competition contexts","Royal Society Open Science","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","241346","","5","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KF2APSCI","journalArticle","2025","Gallego-Abenza, Mario; Wheatcroft, David","Traffic noise exposure impacts song production in wild male field crickets (Gryllus bimaculatus) under predator and intrasexual competition contexts","Royal Society Open Science","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","241346","","5","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"793ZGNGS","journalArticle","2025","Colegrove, Hunter L; Monnat Jr, Raymond J; Feder, Alison F","Epithelial competition determines gene therapy potential to suppress Fanconi Anemia oral cancer risk","PLOS Computational Biology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","e1012915","","9","21","","","","","","","","Public Library of Science San Francisco, CA USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCHT6WPM","journalArticle","2025","Colegrove, Hunter L; Monnat Jr, Raymond J; Feder, Alison F","Epithelial competition determines gene therapy potential to suppress Fanconi Anemia oral cancer risk","PLOS Computational Biology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","e1012915","","9","21","","","","","","","","Public Library of Science San Francisco, CA USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPHVMJ29","journalArticle","2025","Peterson, Nick J; Marzluff, John M","Response of Great Blue Heron (Ardea herodias) habitat use to changing seasons and tidal levels across a grassland and estuarine ecosystem","Waterbirds","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","1–10","","4","47","","","","","","","","BioOne","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZPPMKUJQ","journalArticle","2025","Peterson, Nick J; Marzluff, John M","Response of Great Blue Heron (Ardea herodias) habitat use to changing seasons and tidal levels across a grassland and estuarine ecosystem","Waterbirds","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","1–10","","4","47","","","","","","","","BioOne","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJFDA5NZ","journalArticle","2025","Givelas, Mark; Martin, Adam R; Boonstra, Rudy","Predation risk and decision-making of grey squirrels in urban and rural forested parks","Urban Ecosystems","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","105","","3","28","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HW3E6GTF","journalArticle","2025","Givelas, Mark; Martin, Adam R; Boonstra, Rudy","Predation risk and decision-making of grey squirrels in urban and rural forested parks","Urban Ecosystems","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","105","","3","28","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UW9QX9Q","journalArticle","2025","Martínez-Ruiz, Yessenia; Andrés Micán, Camilo; Fernando Manotas-Duque, Diego","LCOE at Risk in Different Locations in Colombia.","International Journal of Sustainable Energy Planning & Management","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QK7JVZSA","journalArticle","2025","Martínez-Ruiz, Yessenia; Andrés Micán, Camilo; Fernando Manotas-Duque, Diego","LCOE at Risk in Different Locations in Colombia.","International Journal of Sustainable Energy Planning & Management","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYP49JWV","journalArticle","2025","Granados, Ignacio; Toro, Manuel; Rubio, Ángel; Camacho, Antonio","Trophic status and sedimentation rate as effective indicators of condition in alpine lake restoration","Restoration Ecology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","e70182","","8","33","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5EXUS8VS","journalArticle","2025","Granados, Ignacio; Toro, Manuel; Rubio, Ángel; Camacho, Antonio","Trophic status and sedimentation rate as effective indicators of condition in alpine lake restoration","Restoration Ecology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","e70182","","8","33","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWGD8CKB","journalArticle","2025","Saha, Mahendra; Kumar, Sumit; Pareek, Pratibha; Doodwal, Gaurav; Meena, Bhagchand","Parametric confidence intervals of generalized process capability index for finite mixture distributions","International Journal of System Assurance Engineering and Management","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","1679–1688","","5","16","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8P352LH5","journalArticle","2025","Saha, Mahendra; Kumar, Sumit; Pareek, Pratibha; Doodwal, Gaurav; Meena, Bhagchand","Parametric confidence intervals of generalized process capability index for finite mixture distributions","International Journal of System Assurance Engineering and Management","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","1679–1688","","5","16","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKT9PQE7","journalArticle","2025","Sosa-Pivatto, María; Cosacov, Andrea; Sérsic, Alicia N","Relationship between the location of Pleistocene refugia and geographic and environmental centrality in a plant–pollinator mutualism from Patagonia","Proceedings B","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","20252451","","2061","292","","","","","","","","The Royal Society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RI3CYGZC","journalArticle","2025","Sosa-Pivatto, María; Cosacov, Andrea; Sérsic, Alicia N","Relationship between the location of Pleistocene refugia and geographic and environmental centrality in a plant–pollinator mutualism from Patagonia","Proceedings B","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","20252451","","2061","292","","","","","","","","The Royal Society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMGX3UH6","journalArticle","2025","Mazik, Aleksandra; Stanek, Paulina; Malczewska, Beata; Lochyński, Paweł","Towards Circular Economy Solutions: Managing Wastewater from Paint Production","Sustainability","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","10515","","23","17","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FBWEVWW3","journalArticle","2025","Mazik, Aleksandra; Stanek, Paulina; Malczewska, Beata; Lochyński, Paweł","Towards Circular Economy Solutions: Managing Wastewater from Paint Production","Sustainability","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","10515","","23","17","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6FADPQC","journalArticle","2025","Fernandes, Patrick Faria; de Avelar São-Pedro, Vinícius; de Lima Souza, Breno; Moreira-Silva, Camila; de Cássia Quitete Portela, Rita; Mendes, Eduardo Teles Barbosa; de Oliveira Scarascia, Pietro; da Silva Carvalho, Carolina","Effects of defaunation of large seed dispersers, habitat loss and fragmentation on the population expansion of a tropical palm","Landscape Ecology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","71","","4","40","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IH967WQL","journalArticle","2025","Fernandes, Patrick Faria; de Avelar São-Pedro, Vinícius; de Lima Souza, Breno; Moreira-Silva, Camila; de Cássia Quitete Portela, Rita; Mendes, Eduardo Teles Barbosa; de Oliveira Scarascia, Pietro; da Silva Carvalho, Carolina","Effects of defaunation of large seed dispersers, habitat loss and fragmentation on the population expansion of a tropical palm","Landscape Ecology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","71","","4","40","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BM62IUYS","journalArticle","2025","Gattis, Sabrina; Ben-Ami, Frida","The Role of Host Age at Exposure, Host–Parasite Genetics and Host Size-Parasite Length Mechanics in Shaping the Outcome of Parasitic Infections in Three Zooplankton Taxa","Freshwater Biology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","e70086","","8","70","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LXXHDZJA","journalArticle","2025","Gattis, Sabrina; Ben-Ami, Frida","The Role of Host Age at Exposure, Host–Parasite Genetics and Host Size-Parasite Length Mechanics in Shaping the Outcome of Parasitic Infections in Three Zooplankton Taxa","Freshwater Biology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","e70086","","8","70","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TPTCH72X","journalArticle","2025","Malik, Ireneusz; Chmura, Damian; Molenda, Tadeusz","Hydrological Fluctuations and Competition Drive Growth Dynamics of Invasive Robinia pseudoacacia L. in Post-Mining Novel Ecosystems","Land Degradation & Development","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","6298–6309","","18","36","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U9FK7B5P","journalArticle","2025","Malik, Ireneusz; Chmura, Damian; Molenda, Tadeusz","Hydrological Fluctuations and Competition Drive Growth Dynamics of Invasive Robinia pseudoacacia L. in Post-Mining Novel Ecosystems","Land Degradation & Development","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","6298–6309","","18","36","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7VJV6FLA","journalArticle","2025","LaSharr, Tayler N; Gilbertson, Marie LJ; LaSharr, Kelsie; Carstensen, Michelle","Dispersal dynamics of white-tailed deer in human-altered landscapes and implications for disease risk","Plos one","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","e0325656","","6","20","","","","","","","","Public Library of Science San Francisco, CA USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WC2GTY5X","journalArticle","2025","LaSharr, Tayler N; Gilbertson, Marie LJ; LaSharr, Kelsie; Carstensen, Michelle","Dispersal dynamics of white-tailed deer in human-altered landscapes and implications for disease risk","Plos one","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","e0325656","","6","20","","","","","","","","Public Library of Science San Francisco, CA USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS753HQ3","journalArticle","2025","Grant, Evan H Campbell; Werba, Jo A; Mummah, Riley O; Brand, Adrianne B","The value of reducing uncertainties to support the management of a high-elevation endemic salamander","Ecosphere","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","e70434","","12","16","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3U7EKTVB","journalArticle","2025","Grant, Evan H Campbell; Werba, Jo A; Mummah, Riley O; Brand, Adrianne B","The value of reducing uncertainties to support the management of a high-elevation endemic salamander","Ecosphere","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","e70434","","12","16","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TV9A7BWB","journalArticle","2025","Hautefeuille, Sophie; Guillou, Sandrine; Bouju-Albert, Agnès; Misery, Boris; Laroche, Béatrice; Haddad, Nabila; Tareb, Raouf","FREE-RANGE VERSUS CONVENTIONAL: A COMPARISON OF MICROBIAL COMPOSITION AND CAMPYLOBACTER CONTAMINATION IN BROILER CARCASSES AFTER CHILING","Poultry Science","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","106111","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q8GFNJMX","journalArticle","2025","Hautefeuille, Sophie; Guillou, Sandrine; Bouju-Albert, Agnès; Misery, Boris; Laroche, Béatrice; Haddad, Nabila; Tareb, Raouf","FREE-RANGE VERSUS CONVENTIONAL: A COMPARISON OF MICROBIAL COMPOSITION AND CAMPYLOBACTER CONTAMINATION IN BROILER CARCASSES AFTER CHILING","Poultry Science","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","106111","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6AGJGE3I","journalArticle","2025","Gómez-del Campo, Víctor; Arrontes, Julio; Cruz, Teresa; Vázquez, Elsa; Macho, Gonzalo; Thiébaut, Eric; Geiger, Katja; Fernandes, Joana N; Jacinto, David; Aguión, Alba; others","Recovery after exploitation of stalked barnacles is facilitated by the presence of conspecifics: a study of post-harvest gap recolonization dynamics in SW Europe","Reviews in Fish Biology and Fisheries","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","279–296","","1","35","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMQ699ZA","journalArticle","2025","Gómez-del Campo, Víctor; Arrontes, Julio; Cruz, Teresa; Vázquez, Elsa; Macho, Gonzalo; Thiébaut, Eric; Geiger, Katja; Fernandes, Joana N; Jacinto, David; Aguión, Alba; others","Recovery after exploitation of stalked barnacles is facilitated by the presence of conspecifics: a study of post-harvest gap recolonization dynamics in SW Europe","Reviews in Fish Biology and Fisheries","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","279–296","","1","35","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J878MS49","journalArticle","2025","Zanoli, Anna; Tenneriello, Chiara; Morandi, Ilaria; Terranova, Francesca; Cadman, Melissa; Ludynia, Katrin; Mathevon, Nicolas; Reby, David; Favaro, Livio","Acoustic cues to development of African Penguins (Spheniscus demersus) begging calls","Ibis","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","286–294","","1","167","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DG3PJUBU","journalArticle","2025","Zanoli, Anna; Tenneriello, Chiara; Morandi, Ilaria; Terranova, Francesca; Cadman, Melissa; Ludynia, Katrin; Mathevon, Nicolas; Reby, David; Favaro, Livio","Acoustic cues to development of African Penguins (Spheniscus demersus) begging calls","Ibis","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","286–294","","1","167","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6CL4KIHR","journalArticle","2025","Asnicar, Davide; Jonah, Lauren; de Jourdan, Benjamin; Hamoutene, Dounia","Exploring cumulative effects of aquaculture chemicals in sediment on adult sea urchin behavioral, immunological, and metabolomic endpoints","Environmental Toxicology and Chemistry","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","1686–1695","","6","44","","","","","","","","Oxford University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWGX4688","journalArticle","2025","Asnicar, Davide; Jonah, Lauren; de Jourdan, Benjamin; Hamoutene, Dounia","Exploring cumulative effects of aquaculture chemicals in sediment on adult sea urchin behavioral, immunological, and metabolomic endpoints","Environmental Toxicology and Chemistry","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","1686–1695","","6","44","","","","","","","","Oxford University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJRSFKCV","journalArticle","2025","Reyné, Bastien; Djidjou-Demasse, Ramsès; Sofonea, Mircea T; Alizon, Samuel","Mutant emergence timing and population immunisation status impact epidemiological dynamics","Journal of Theoretical Biology","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","112140","","","608","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YCHHJESY","journalArticle","2025","Reyné, Bastien; Djidjou-Demasse, Ramsès; Sofonea, Mircea T; Alizon, Samuel","Mutant emergence timing and population immunisation status impact epidemiological dynamics","Journal of Theoretical Biology","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","112140","","","608","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VCA3GZLX","journalArticle","2025","Soukhov, Anastasia; Higgins, Christopher D; Paez, Antonio; Mohamed, Moataz","Ten Years of School Closures and Consolidations in Hamilton, Canada and the Impact on Multimodal Accessibility","Networks and Spatial Economics","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","1–30","","","","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AS2HL8JE","journalArticle","2025","Soukhov, Anastasia; Higgins, Christopher D; Paez, Antonio; Mohamed, Moataz","Ten Years of School Closures and Consolidations in Hamilton, Canada and the Impact on Multimodal Accessibility","Networks and Spatial Economics","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","1–30","","","","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQZII447","journalArticle","2025","Soares de Lima, Maira; López-Mársico, Luis; Abrigo, Micaela; Guido, Anaclara","Does Water Stress Affect Community Invasibility in a SubHumid Temperate Grassland?","Journal of Vegetation Science","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","e70067","","5","36","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKZ78C3K","journalArticle","2025","Soares de Lima, Maira; López-Mársico, Luis; Abrigo, Micaela; Guido, Anaclara","Does Water Stress Affect Community Invasibility in a SubHumid Temperate Grassland?","Journal of Vegetation Science","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","e70067","","5","36","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCUCZ52A","journalArticle","2025","Riederer, Anne M; Sherris, Allison R; Szpiro, Adam A; Melough, Melissa M; Simpson, Christopher D; Loftus, Christine T; Day, Drew B; Wallace, Erin R; Trasande, Leonardo; Barrett, Emily S; others","Environmental and dietary factors associated with urinary OH-PAHs in mid-pregnancy in a large multi-site study","Environmental research","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","120516","","","266","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8CPGWJ7E","journalArticle","2025","Riederer, Anne M; Sherris, Allison R; Szpiro, Adam A; Melough, Melissa M; Simpson, Christopher D; Loftus, Christine T; Day, Drew B; Wallace, Erin R; Trasande, Leonardo; Barrett, Emily S; others","Environmental and dietary factors associated with urinary OH-PAHs in mid-pregnancy in a large multi-site study","Environmental research","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","120516","","","266","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5ILGN52","journalArticle","2025","Kovács, Tímea; Reicher, Vivien; Csibra, Barbara; Csepregi, Melitta; Kristóf, Kíra; Gácsi, Márta","Repeated Task Exposure and Sufficient Sleep May Mitigate ADHD-Related Cognitive Flexibility Impairments in Family Dogs","Animals","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","3074","","21","15","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G47KTXIA","journalArticle","2025","Kovács, Tímea; Reicher, Vivien; Csibra, Barbara; Csepregi, Melitta; Kristóf, Kíra; Gácsi, Márta","Repeated Task Exposure and Sufficient Sleep May Mitigate ADHD-Related Cognitive Flexibility Impairments in Family Dogs","Animals","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","3074","","21","15","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAE3Q7P6","journalArticle","2025","Grechi, Isabelle; Ba, Mame Diarra Bousso; Correa, Philippe; Diakhaté, Massamba; Nordey, Thibault; Sylla, Serigne; Brevault, Thierry; Chailleux, Anaïs","Predicting biological control performance under global change using model-based exploration of predator-prey dynamics: Application to the Nesidiocoris tenuis-Tuta absoluta system","Ecological Modelling","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","111186","","","507","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37JECNIR","journalArticle","2025","Grechi, Isabelle; Ba, Mame Diarra Bousso; Correa, Philippe; Diakhaté, Massamba; Nordey, Thibault; Sylla, Serigne; Brevault, Thierry; Chailleux, Anaïs","Predicting biological control performance under global change using model-based exploration of predator-prey dynamics: Application to the Nesidiocoris tenuis-Tuta absoluta system","Ecological Modelling","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","111186","","","507","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAS2DFPZ","journalArticle","2025","Jacob, Suzanne Antoinette; De Boer, Willem Frederik; De Knegt, Henrik Johan; Engelen, Cassander Cassijn; Henley, Michelle","Environmental Determinants of Foraging Site Revisitation by African Elephants (Loxodonta africana)","Ecology and Evolution","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","e71506","","6","15","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z7JLUHFS","journalArticle","2025","Jacob, Suzanne Antoinette; De Boer, Willem Frederik; De Knegt, Henrik Johan; Engelen, Cassander Cassijn; Henley, Michelle","Environmental Determinants of Foraging Site Revisitation by African Elephants (Loxodonta africana)","Ecology and Evolution","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","e71506","","6","15","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
